time,V_Load_1,V_Load_2
6.013E-7sec,0.000E0V,0.000E0V
6.023E-7sec,0.000E0V,0.000E0V
6.033E-7sec,0.000E0V,0.000E0V
6.043E-7sec,0.000E0V,0.000E0V
6.053E-7sec,0.000E0V,0.000E0V
6.063E-7sec,0.000E0V,0.000E0V
6.073E-7sec,0.000E0V,0.000E0V
6.083E-7sec,0.000E0V,0.000E0V
6.093E-7sec,0.000E0V,0.000E0V
6.103E-7sec,0.000E0V,0.000E0V
6.113E-7sec,0.000E0V,0.000E0V
6.123E-7sec,0.000E0V,0.000E0V
6.133E-7sec,0.000E0V,0.000E0V
6.143E-7sec,0.000E0V,0.000E0V
6.153E-7sec,0.000E0V,0.000E0V
6.163E-7sec,0.000E0V,0.000E0V
6.173E-7sec,0.000E0V,0.000E0V
6.183E-7sec,0.000E0V,0.000E0V
6.193E-7sec,0.000E0V,0.000E0V
6.203E-7sec,0.000E0V,0.000E0V
6.213E-7sec,0.000E0V,0.000E0V
6.223E-7sec,0.000E0V,0.000E0V
6.233E-7sec,0.000E0V,0.000E0V
6.243E-7sec,0.000E0V,0.000E0V
6.253E-7sec,0.000E0V,0.000E0V
6.263E-7sec,0.000E0V,0.000E0V
6.273E-7sec,0.000E0V,0.000E0V
6.283E-7sec,0.000E0V,0.000E0V
6.293E-7sec,0.000E0V,0.000E0V
6.303E-7sec,0.000E0V,0.000E0V
6.313E-7sec,0.000E0V,0.000E0V
6.323E-7sec,0.000E0V,0.000E0V
6.333E-7sec,0.000E0V,0.000E0V
6.343E-7sec,0.000E0V,0.000E0V
6.353E-7sec,0.000E0V,0.000E0V
6.363E-7sec,0.000E0V,0.000E0V
6.373E-7sec,0.000E0V,0.000E0V
6.383E-7sec,0.000E0V,0.000E0V
6.393E-7sec,0.000E0V,0.000E0V
6.403E-7sec,0.000E0V,0.000E0V
6.413E-7sec,0.000E0V,0.000E0V
6.423E-7sec,0.000E0V,0.000E0V
6.433E-7sec,0.000E0V,0.000E0V
6.443E-7sec,0.000E0V,0.000E0V
6.453E-7sec,0.000E0V,0.000E0V
6.463E-7sec,0.000E0V,0.000E0V
6.473E-7sec,0.000E0V,0.000E0V
6.483E-7sec,0.000E0V,0.000E0V
6.493E-7sec,0.000E0V,0.000E0V
6.503E-7sec,0.000E0V,0.000E0V
6.513E-7sec,0.000E0V,0.000E0V
6.523E-7sec,0.000E0V,0.000E0V
6.533E-7sec,0.000E0V,0.000E0V
6.543E-7sec,0.000E0V,0.000E0V
6.553E-7sec,0.000E0V,0.000E0V
6.563E-7sec,0.000E0V,0.000E0V
6.573E-7sec,0.000E0V,0.000E0V
6.583E-7sec,0.000E0V,0.000E0V
6.593E-7sec,0.000E0V,0.000E0V
6.603E-7sec,0.000E0V,0.000E0V
6.613E-7sec,0.000E0V,0.000E0V
6.623E-7sec,0.000E0V,0.000E0V
6.633E-7sec,0.000E0V,0.000E0V
6.643E-7sec,0.000E0V,0.000E0V
6.653E-7sec,0.000E0V,0.000E0V
6.663E-7sec,0.000E0V,0.000E0V
6.673E-7sec,0.000E0V,0.000E0V
6.683E-7sec,0.000E0V,0.000E0V
6.693E-7sec,0.000E0V,0.000E0V
6.703E-7sec,0.000E0V,0.000E0V
6.713E-7sec,0.000E0V,0.000E0V
6.723E-7sec,0.000E0V,0.000E0V
6.733E-7sec,0.000E0V,0.000E0V
6.743E-7sec,0.000E0V,0.000E0V
6.753E-7sec,0.000E0V,0.000E0V
6.763E-7sec,0.000E0V,0.000E0V
6.773E-7sec,0.000E0V,0.000E0V
6.783E-7sec,0.000E0V,0.000E0V
6.793E-7sec,0.000E0V,0.000E0V
6.803E-7sec,0.000E0V,0.000E0V
6.813E-7sec,0.000E0V,0.000E0V
6.823E-7sec,0.000E0V,0.000E0V
6.833E-7sec,0.000E0V,0.000E0V
6.843E-7sec,0.000E0V,0.000E0V
6.853E-7sec,0.000E0V,0.000E0V
6.863E-7sec,0.000E0V,0.000E0V
6.873E-7sec,0.000E0V,0.000E0V
6.883E-7sec,0.000E0V,0.000E0V
6.893E-7sec,0.000E0V,0.000E0V
6.903E-7sec,0.000E0V,0.000E0V
6.913E-7sec,0.000E0V,0.000E0V
6.923E-7sec,0.000E0V,0.000E0V
6.933E-7sec,0.000E0V,0.000E0V
6.943E-7sec,0.000E0V,0.000E0V
6.953E-7sec,0.000E0V,0.000E0V
6.963E-7sec,0.000E0V,0.000E0V
6.973E-7sec,0.000E0V,0.000E0V
6.983E-7sec,0.000E0V,0.000E0V
6.993E-7sec,0.000E0V,0.000E0V
7.003E-7sec,0.000E0V,0.000E0V
7.013E-7sec,0.000E0V,0.000E0V
7.023E-7sec,0.000E0V,0.000E0V
7.033E-7sec,0.000E0V,0.000E0V
7.043E-7sec,0.000E0V,0.000E0V
7.053E-7sec,0.000E0V,0.000E0V
7.063E-7sec,0.000E0V,0.000E0V
7.073E-7sec,0.000E0V,0.000E0V
7.083E-7sec,0.000E0V,0.000E0V
7.093E-7sec,0.000E0V,0.000E0V
7.103E-7sec,0.000E0V,0.000E0V
7.113E-7sec,0.000E0V,0.000E0V
7.123E-7sec,0.000E0V,0.000E0V
7.133E-7sec,0.000E0V,0.000E0V
7.143E-7sec,0.000E0V,0.000E0V
7.153E-7sec,0.000E0V,0.000E0V
7.163E-7sec,0.000E0V,0.000E0V
7.173E-7sec,0.000E0V,0.000E0V
7.183E-7sec,0.000E0V,0.000E0V
7.193E-7sec,0.000E0V,0.000E0V
7.203E-7sec,0.000E0V,0.000E0V
7.213E-7sec,0.000E0V,0.000E0V
7.223E-7sec,0.000E0V,0.000E0V
7.233E-7sec,0.000E0V,0.000E0V
7.243E-7sec,0.000E0V,0.000E0V
7.253E-7sec,0.000E0V,0.000E0V
7.263E-7sec,0.000E0V,0.000E0V
7.273E-7sec,0.000E0V,0.000E0V
7.283E-7sec,0.000E0V,0.000E0V
7.293E-7sec,0.000E0V,0.000E0V
7.303E-7sec,0.000E0V,0.000E0V
7.313E-7sec,0.000E0V,0.000E0V
7.323E-7sec,0.000E0V,0.000E0V
7.333E-7sec,0.000E0V,0.000E0V
7.343E-7sec,0.000E0V,0.000E0V
7.353E-7sec,0.000E0V,0.000E0V
7.363E-7sec,0.000E0V,0.000E0V
7.373E-7sec,0.000E0V,0.000E0V
7.383E-7sec,0.000E0V,0.000E0V
7.393E-7sec,0.000E0V,0.000E0V
7.403E-7sec,0.000E0V,0.000E0V
7.413E-7sec,0.000E0V,0.000E0V
7.423E-7sec,0.000E0V,0.000E0V
7.433E-7sec,0.000E0V,0.000E0V
7.443E-7sec,0.000E0V,0.000E0V
7.453E-7sec,0.000E0V,0.000E0V
7.463E-7sec,0.000E0V,0.000E0V
7.473E-7sec,0.000E0V,0.000E0V
7.483E-7sec,0.000E0V,0.000E0V
7.493E-7sec,0.000E0V,0.000E0V
7.503E-7sec,0.000E0V,0.000E0V
7.513E-7sec,0.000E0V,0.000E0V
7.523E-7sec,0.000E0V,0.000E0V
7.533E-7sec,0.000E0V,0.000E0V
7.543E-7sec,0.000E0V,0.000E0V
7.553E-7sec,0.000E0V,0.000E0V
7.563E-7sec,0.000E0V,0.000E0V
7.573E-7sec,0.000E0V,0.000E0V
7.583E-7sec,0.000E0V,0.000E0V
7.593E-7sec,0.000E0V,0.000E0V
7.603E-7sec,0.000E0V,0.000E0V
7.613E-7sec,0.000E0V,0.000E0V
7.623E-7sec,0.000E0V,0.000E0V
7.633E-7sec,0.000E0V,0.000E0V
7.643E-7sec,0.000E0V,0.000E0V
7.653E-7sec,0.000E0V,0.000E0V
7.663E-7sec,0.000E0V,0.000E0V
7.673E-7sec,0.000E0V,0.000E0V
7.683E-7sec,0.000E0V,0.000E0V
7.693E-7sec,0.000E0V,0.000E0V
7.703E-7sec,0.000E0V,0.000E0V
7.713E-7sec,0.000E0V,0.000E0V
7.723E-7sec,0.000E0V,0.000E0V
7.733E-7sec,0.000E0V,0.000E0V
7.743E-7sec,0.000E0V,0.000E0V
7.753E-7sec,0.000E0V,0.000E0V
7.763E-7sec,0.000E0V,0.000E0V
7.773E-7sec,0.000E0V,0.000E0V
7.783E-7sec,0.000E0V,0.000E0V
7.793E-7sec,0.000E0V,0.000E0V
7.803E-7sec,0.000E0V,0.000E0V
7.813E-7sec,0.000E0V,0.000E0V
7.823E-7sec,0.000E0V,0.000E0V
7.833E-7sec,0.000E0V,0.000E0V
7.843E-7sec,0.000E0V,0.000E0V
7.853E-7sec,0.000E0V,0.000E0V
7.863E-7sec,0.000E0V,0.000E0V
7.873E-7sec,0.000E0V,0.000E0V
7.883E-7sec,0.000E0V,0.000E0V
7.893E-7sec,0.000E0V,0.000E0V
7.903E-7sec,0.000E0V,0.000E0V
7.913E-7sec,0.000E0V,0.000E0V
7.923E-7sec,0.000E0V,0.000E0V
7.933E-7sec,0.000E0V,0.000E0V
7.943E-7sec,0.000E0V,0.000E0V
7.953E-7sec,0.000E0V,0.000E0V
7.963E-7sec,0.000E0V,0.000E0V
7.973E-7sec,0.000E0V,0.000E0V
7.983E-7sec,0.000E0V,0.000E0V
7.993E-7sec,0.000E0V,0.000E0V
8.003E-7sec,0.000E0V,0.000E0V
8.013E-7sec,0.000E0V,0.000E0V
8.023E-7sec,0.000E0V,0.000E0V
8.033E-7sec,0.000E0V,0.000E0V
8.043E-7sec,0.000E0V,0.000E0V
8.053E-7sec,0.000E0V,0.000E0V
8.063E-7sec,0.000E0V,0.000E0V
8.073E-7sec,0.000E0V,0.000E0V
8.083E-7sec,0.000E0V,0.000E0V
8.093E-7sec,0.000E0V,0.000E0V
8.103E-7sec,0.000E0V,0.000E0V
8.113E-7sec,0.000E0V,0.000E0V
8.123E-7sec,0.000E0V,0.000E0V
8.133E-7sec,0.000E0V,0.000E0V
8.143E-7sec,0.000E0V,0.000E0V
8.153E-7sec,0.000E0V,0.000E0V
8.163E-7sec,0.000E0V,0.000E0V
8.173E-7sec,0.000E0V,0.000E0V
8.183E-7sec,0.000E0V,0.000E0V
8.193E-7sec,0.000E0V,0.000E0V
8.203E-7sec,0.000E0V,0.000E0V
8.213E-7sec,0.000E0V,0.000E0V
8.223E-7sec,0.000E0V,0.000E0V
8.233E-7sec,0.000E0V,0.000E0V
8.243E-7sec,0.000E0V,0.000E0V
8.253E-7sec,0.000E0V,0.000E0V
8.263E-7sec,0.000E0V,0.000E0V
8.273E-7sec,0.000E0V,0.000E0V
8.283E-7sec,0.000E0V,0.000E0V
8.293E-7sec,0.000E0V,0.000E0V
8.303E-7sec,0.000E0V,0.000E0V
8.313E-7sec,0.000E0V,0.000E0V
8.323E-7sec,0.000E0V,0.000E0V
8.333E-7sec,0.000E0V,0.000E0V
8.343E-7sec,0.000E0V,0.000E0V
8.353E-7sec,0.000E0V,0.000E0V
8.363E-7sec,0.000E0V,0.000E0V
8.373E-7sec,0.000E0V,0.000E0V
8.383E-7sec,0.000E0V,0.000E0V
8.393E-7sec,0.000E0V,0.000E0V
8.403E-7sec,0.000E0V,0.000E0V
8.413E-7sec,0.000E0V,0.000E0V
8.423E-7sec,0.000E0V,0.000E0V
8.433E-7sec,0.000E0V,0.000E0V
8.443E-7sec,0.000E0V,0.000E0V
8.453E-7sec,0.000E0V,0.000E0V
8.463E-7sec,0.000E0V,0.000E0V
8.473E-7sec,0.000E0V,0.000E0V
8.483E-7sec,0.000E0V,0.000E0V
8.493E-7sec,0.000E0V,0.000E0V
8.503E-7sec,0.000E0V,0.000E0V
8.513E-7sec,0.000E0V,0.000E0V
8.523E-7sec,0.000E0V,0.000E0V
8.533E-7sec,0.000E0V,0.000E0V
8.543E-7sec,0.000E0V,0.000E0V
8.553E-7sec,0.000E0V,0.000E0V
8.563E-7sec,0.000E0V,0.000E0V
8.573E-7sec,0.000E0V,0.000E0V
8.583E-7sec,0.000E0V,0.000E0V
8.593E-7sec,0.000E0V,0.000E0V
8.603E-7sec,0.000E0V,0.000E0V
8.613E-7sec,0.000E0V,0.000E0V
8.623E-7sec,0.000E0V,0.000E0V
8.633E-7sec,0.000E0V,0.000E0V
8.643E-7sec,0.000E0V,0.000E0V
8.653E-7sec,0.000E0V,0.000E0V
8.663E-7sec,0.000E0V,0.000E0V
8.673E-7sec,0.000E0V,0.000E0V
8.683E-7sec,0.000E0V,0.000E0V
8.693E-7sec,0.000E0V,0.000E0V
8.703E-7sec,0.000E0V,0.000E0V
8.713E-7sec,0.000E0V,0.000E0V
8.723E-7sec,0.000E0V,0.000E0V
8.733E-7sec,0.000E0V,0.000E0V
8.743E-7sec,0.000E0V,0.000E0V
8.753E-7sec,0.000E0V,0.000E0V
8.763E-7sec,0.000E0V,0.000E0V
8.773E-7sec,0.000E0V,0.000E0V
8.783E-7sec,0.000E0V,0.000E0V
8.793E-7sec,0.000E0V,0.000E0V
8.803E-7sec,0.000E0V,0.000E0V
8.813E-7sec,0.000E0V,0.000E0V
8.823E-7sec,0.000E0V,0.000E0V
8.833E-7sec,0.000E0V,0.000E0V
8.843E-7sec,0.000E0V,0.000E0V
8.853E-7sec,0.000E0V,0.000E0V
8.863E-7sec,0.000E0V,0.000E0V
8.873E-7sec,0.000E0V,0.000E0V
8.883E-7sec,0.000E0V,0.000E0V
8.893E-7sec,0.000E0V,0.000E0V
8.903E-7sec,0.000E0V,0.000E0V
8.913E-7sec,0.000E0V,0.000E0V
8.923E-7sec,0.000E0V,0.000E0V
8.933E-7sec,0.000E0V,0.000E0V
8.943E-7sec,0.000E0V,0.000E0V
8.953E-7sec,0.000E0V,0.000E0V
8.963E-7sec,0.000E0V,0.000E0V
8.973E-7sec,0.000E0V,0.000E0V
8.983E-7sec,0.000E0V,0.000E0V
8.993E-7sec,0.000E0V,0.000E0V
9.003E-7sec,0.000E0V,0.000E0V
9.013E-7sec,0.000E0V,0.000E0V
9.023E-7sec,0.000E0V,0.000E0V
9.033E-7sec,0.000E0V,0.000E0V
9.043E-7sec,0.000E0V,0.000E0V
9.053E-7sec,0.000E0V,0.000E0V
9.063E-7sec,0.000E0V,0.000E0V
9.073E-7sec,0.000E0V,0.000E0V
9.083E-7sec,0.000E0V,0.000E0V
9.093E-7sec,0.000E0V,0.000E0V
9.103E-7sec,0.000E0V,0.000E0V
9.113E-7sec,0.000E0V,0.000E0V
9.123E-7sec,0.000E0V,0.000E0V
9.133E-7sec,0.000E0V,0.000E0V
9.143E-7sec,0.000E0V,0.000E0V
9.153E-7sec,0.000E0V,0.000E0V
9.163E-7sec,0.000E0V,0.000E0V
9.173E-7sec,0.000E0V,0.000E0V
9.183E-7sec,0.000E0V,0.000E0V
9.193E-7sec,0.000E0V,0.000E0V
9.203E-7sec,0.000E0V,0.000E0V
9.213E-7sec,0.000E0V,0.000E0V
9.223E-7sec,0.000E0V,0.000E0V
9.233E-7sec,0.000E0V,0.000E0V
9.243E-7sec,0.000E0V,0.000E0V
9.253E-7sec,0.000E0V,0.000E0V
9.263E-7sec,0.000E0V,0.000E0V
9.273E-7sec,0.000E0V,0.000E0V
9.283E-7sec,0.000E0V,0.000E0V
9.293E-7sec,0.000E0V,0.000E0V
9.303E-7sec,0.000E0V,0.000E0V
9.313E-7sec,0.000E0V,0.000E0V
9.323E-7sec,0.000E0V,0.000E0V
9.333E-7sec,0.000E0V,0.000E0V
9.343E-7sec,0.000E0V,0.000E0V
9.353E-7sec,0.000E0V,0.000E0V
9.363E-7sec,0.000E0V,0.000E0V
9.373E-7sec,0.000E0V,0.000E0V
9.383E-7sec,0.000E0V,0.000E0V
9.393E-7sec,0.000E0V,0.000E0V
9.403E-7sec,0.000E0V,0.000E0V
9.413E-7sec,0.000E0V,0.000E0V
9.423E-7sec,0.000E0V,0.000E0V
9.433E-7sec,0.000E0V,0.000E0V
9.443E-7sec,0.000E0V,0.000E0V
9.453E-7sec,0.000E0V,0.000E0V
9.463E-7sec,0.000E0V,0.000E0V
9.473E-7sec,0.000E0V,0.000E0V
9.483E-7sec,0.000E0V,0.000E0V
9.493E-7sec,0.000E0V,0.000E0V
9.503E-7sec,0.000E0V,0.000E0V
9.513E-7sec,0.000E0V,0.000E0V
9.523E-7sec,0.000E0V,0.000E0V
9.533E-7sec,0.000E0V,0.000E0V
9.543E-7sec,0.000E0V,0.000E0V
9.553E-7sec,0.000E0V,0.000E0V
9.563E-7sec,0.000E0V,0.000E0V
9.573E-7sec,0.000E0V,0.000E0V
9.583E-7sec,0.000E0V,0.000E0V
9.593E-7sec,0.000E0V,0.000E0V
9.603E-7sec,0.000E0V,0.000E0V
9.613E-7sec,0.000E0V,0.000E0V
9.623E-7sec,0.000E0V,0.000E0V
9.633E-7sec,0.000E0V,0.000E0V
9.643E-7sec,0.000E0V,0.000E0V
9.653E-7sec,0.000E0V,0.000E0V
9.663E-7sec,0.000E0V,0.000E0V
9.673E-7sec,0.000E0V,0.000E0V
9.683E-7sec,0.000E0V,0.000E0V
9.693E-7sec,0.000E0V,0.000E0V
9.703E-7sec,0.000E0V,0.000E0V
9.713E-7sec,0.000E0V,0.000E0V
9.723E-7sec,0.000E0V,0.000E0V
9.733E-7sec,0.000E0V,0.000E0V
9.743E-7sec,0.000E0V,0.000E0V
9.753E-7sec,0.000E0V,0.000E0V
9.763E-7sec,0.000E0V,0.000E0V
9.773E-7sec,0.000E0V,0.000E0V
9.783E-7sec,0.000E0V,0.000E0V
9.793E-7sec,0.000E0V,0.000E0V
9.803E-7sec,0.000E0V,0.000E0V
9.813E-7sec,0.000E0V,0.000E0V
9.823E-7sec,0.000E0V,0.000E0V
9.833E-7sec,0.000E0V,0.000E0V
9.843E-7sec,0.000E0V,0.000E0V
9.853E-7sec,0.000E0V,0.000E0V
9.863E-7sec,0.000E0V,0.000E0V
9.873E-7sec,0.000E0V,0.000E0V
9.883E-7sec,0.000E0V,0.000E0V
9.893E-7sec,0.000E0V,0.000E0V
9.903E-7sec,0.000E0V,0.000E0V
9.913E-7sec,0.000E0V,0.000E0V
9.923E-7sec,0.000E0V,0.000E0V
9.933E-7sec,0.000E0V,0.000E0V
9.943E-7sec,0.000E0V,0.000E0V
9.953E-7sec,0.000E0V,0.000E0V
9.963E-7sec,0.000E0V,0.000E0V
9.973E-7sec,0.000E0V,0.000E0V
9.983E-7sec,0.000E0V,0.000E0V
9.993E-7sec,0.000E0V,0.000E0V
1.000E-6sec,0.000E0V,0.000E0V
1.001E-6sec,0.000E0V,0.000E0V
1.002E-6sec,0.000E0V,0.000E0V
1.003E-6sec,0.000E0V,0.000E0V
1.004E-6sec,0.000E0V,0.000E0V
1.005E-6sec,0.000E0V,0.000E0V
1.006E-6sec,0.000E0V,0.000E0V
1.007E-6sec,0.000E0V,0.000E0V
1.008E-6sec,0.000E0V,0.000E0V
1.009E-6sec,0.000E0V,0.000E0V
1.010E-6sec,0.000E0V,0.000E0V
1.011E-6sec,0.000E0V,0.000E0V
1.012E-6sec,0.000E0V,0.000E0V
1.013E-6sec,0.000E0V,0.000E0V
1.014E-6sec,0.000E0V,0.000E0V
1.015E-6sec,0.000E0V,0.000E0V
1.016E-6sec,0.000E0V,0.000E0V
1.017E-6sec,0.000E0V,0.000E0V
1.018E-6sec,0.000E0V,0.000E0V
1.019E-6sec,0.000E0V,0.000E0V
1.020E-6sec,0.000E0V,0.000E0V
1.021E-6sec,0.000E0V,0.000E0V
1.022E-6sec,0.000E0V,0.000E0V
1.023E-6sec,0.000E0V,0.000E0V
1.024E-6sec,0.000E0V,0.000E0V
1.025E-6sec,0.000E0V,0.000E0V
1.026E-6sec,0.000E0V,0.000E0V
1.027E-6sec,0.000E0V,0.000E0V
1.028E-6sec,0.000E0V,0.000E0V
1.029E-6sec,0.000E0V,0.000E0V
1.030E-6sec,0.000E0V,0.000E0V
1.031E-6sec,0.000E0V,0.000E0V
1.032E-6sec,0.000E0V,0.000E0V
1.033E-6sec,0.000E0V,0.000E0V
1.034E-6sec,0.000E0V,0.000E0V
1.035E-6sec,0.000E0V,0.000E0V
1.036E-6sec,0.000E0V,0.000E0V
1.037E-6sec,0.000E0V,0.000E0V
1.038E-6sec,0.000E0V,0.000E0V
1.039E-6sec,0.000E0V,0.000E0V
1.040E-6sec,0.000E0V,0.000E0V
1.041E-6sec,0.000E0V,0.000E0V
1.042E-6sec,0.000E0V,0.000E0V
1.043E-6sec,0.000E0V,0.000E0V
1.044E-6sec,0.000E0V,0.000E0V
1.045E-6sec,0.000E0V,0.000E0V
1.046E-6sec,0.000E0V,0.000E0V
1.047E-6sec,0.000E0V,0.000E0V
1.048E-6sec,0.000E0V,0.000E0V
1.049E-6sec,0.000E0V,0.000E0V
1.050E-6sec,0.000E0V,0.000E0V
1.051E-6sec,0.000E0V,0.000E0V
1.052E-6sec,0.000E0V,0.000E0V
1.053E-6sec,0.000E0V,0.000E0V
1.054E-6sec,0.000E0V,0.000E0V
1.055E-6sec,0.000E0V,0.000E0V
1.056E-6sec,0.000E0V,0.000E0V
1.057E-6sec,0.000E0V,0.000E0V
1.058E-6sec,0.000E0V,0.000E0V
1.059E-6sec,0.000E0V,0.000E0V
1.060E-6sec,0.000E0V,0.000E0V
1.061E-6sec,0.000E0V,0.000E0V
1.062E-6sec,0.000E0V,0.000E0V
1.063E-6sec,0.000E0V,0.000E0V
1.064E-6sec,0.000E0V,0.000E0V
1.065E-6sec,0.000E0V,0.000E0V
1.066E-6sec,0.000E0V,0.000E0V
1.067E-6sec,0.000E0V,0.000E0V
1.068E-6sec,0.000E0V,0.000E0V
1.069E-6sec,0.000E0V,0.000E0V
1.070E-6sec,0.000E0V,0.000E0V
1.071E-6sec,0.000E0V,0.000E0V
1.072E-6sec,0.000E0V,0.000E0V
1.073E-6sec,0.000E0V,0.000E0V
1.074E-6sec,0.000E0V,0.000E0V
1.075E-6sec,0.000E0V,0.000E0V
1.076E-6sec,0.000E0V,0.000E0V
1.077E-6sec,0.000E0V,0.000E0V
1.078E-6sec,0.000E0V,0.000E0V
1.079E-6sec,0.000E0V,0.000E0V
1.080E-6sec,0.000E0V,0.000E0V
1.081E-6sec,0.000E0V,0.000E0V
1.082E-6sec,0.000E0V,0.000E0V
1.083E-6sec,0.000E0V,0.000E0V
1.084E-6sec,0.000E0V,0.000E0V
1.085E-6sec,0.000E0V,0.000E0V
1.086E-6sec,0.000E0V,0.000E0V
1.087E-6sec,0.000E0V,0.000E0V
1.088E-6sec,0.000E0V,0.000E0V
1.089E-6sec,0.000E0V,0.000E0V
1.090E-6sec,0.000E0V,0.000E0V
1.091E-6sec,0.000E0V,0.000E0V
1.092E-6sec,0.000E0V,0.000E0V
1.093E-6sec,0.000E0V,0.000E0V
1.094E-6sec,0.000E0V,0.000E0V
1.095E-6sec,0.000E0V,0.000E0V
1.096E-6sec,0.000E0V,0.000E0V
1.097E-6sec,0.000E0V,0.000E0V
1.098E-6sec,0.000E0V,0.000E0V
1.099E-6sec,0.000E0V,0.000E0V
1.100E-6sec,0.000E0V,0.000E0V
1.101E-6sec,0.000E0V,0.000E0V
1.102E-6sec,0.000E0V,0.000E0V
1.103E-6sec,0.000E0V,0.000E0V
1.104E-6sec,0.000E0V,0.000E0V
1.105E-6sec,0.000E0V,0.000E0V
1.106E-6sec,0.000E0V,0.000E0V
1.107E-6sec,0.000E0V,0.000E0V
1.108E-6sec,0.000E0V,0.000E0V
1.109E-6sec,0.000E0V,0.000E0V
1.110E-6sec,0.000E0V,0.000E0V
1.111E-6sec,0.000E0V,0.000E0V
1.112E-6sec,0.000E0V,0.000E0V
1.113E-6sec,0.000E0V,0.000E0V
1.114E-6sec,0.000E0V,0.000E0V
1.115E-6sec,0.000E0V,0.000E0V
1.116E-6sec,0.000E0V,0.000E0V
1.117E-6sec,0.000E0V,0.000E0V
1.118E-6sec,0.000E0V,0.000E0V
1.119E-6sec,0.000E0V,0.000E0V
1.120E-6sec,0.000E0V,0.000E0V
1.121E-6sec,0.000E0V,0.000E0V
1.122E-6sec,0.000E0V,0.000E0V
1.123E-6sec,0.000E0V,0.000E0V
1.124E-6sec,0.000E0V,0.000E0V
1.125E-6sec,0.000E0V,0.000E0V
1.126E-6sec,0.000E0V,0.000E0V
1.127E-6sec,0.000E0V,0.000E0V
1.128E-6sec,0.000E0V,0.000E0V
1.129E-6sec,0.000E0V,0.000E0V
1.130E-6sec,0.000E0V,0.000E0V
1.131E-6sec,0.000E0V,0.000E0V
1.132E-6sec,0.000E0V,0.000E0V
1.133E-6sec,0.000E0V,0.000E0V
1.134E-6sec,0.000E0V,0.000E0V
1.135E-6sec,0.000E0V,0.000E0V
1.136E-6sec,0.000E0V,0.000E0V
1.137E-6sec,0.000E0V,0.000E0V
1.138E-6sec,0.000E0V,0.000E0V
1.139E-6sec,0.000E0V,0.000E0V
1.140E-6sec,0.000E0V,0.000E0V
1.141E-6sec,0.000E0V,0.000E0V
1.142E-6sec,0.000E0V,0.000E0V
1.143E-6sec,0.000E0V,0.000E0V
1.144E-6sec,0.000E0V,0.000E0V
1.145E-6sec,0.000E0V,0.000E0V
1.146E-6sec,0.000E0V,0.000E0V
1.147E-6sec,0.000E0V,0.000E0V
1.148E-6sec,0.000E0V,0.000E0V
1.149E-6sec,0.000E0V,0.000E0V
1.150E-6sec,0.000E0V,0.000E0V
1.151E-6sec,0.000E0V,0.000E0V
1.152E-6sec,0.000E0V,0.000E0V
1.153E-6sec,0.000E0V,0.000E0V
1.154E-6sec,0.000E0V,0.000E0V
1.155E-6sec,0.000E0V,0.000E0V
1.156E-6sec,0.000E0V,0.000E0V
1.157E-6sec,0.000E0V,0.000E0V
1.158E-6sec,0.000E0V,0.000E0V
1.159E-6sec,0.000E0V,0.000E0V
1.160E-6sec,0.000E0V,0.000E0V
1.161E-6sec,0.000E0V,0.000E0V
1.162E-6sec,0.000E0V,0.000E0V
1.163E-6sec,0.000E0V,0.000E0V
1.164E-6sec,0.000E0V,0.000E0V
1.165E-6sec,0.000E0V,0.000E0V
1.166E-6sec,0.000E0V,0.000E0V
1.167E-6sec,0.000E0V,0.000E0V
1.168E-6sec,0.000E0V,0.000E0V
1.169E-6sec,0.000E0V,0.000E0V
1.170E-6sec,0.000E0V,0.000E0V
1.171E-6sec,0.000E0V,0.000E0V
1.172E-6sec,0.000E0V,0.000E0V
1.173E-6sec,0.000E0V,0.000E0V
1.174E-6sec,0.000E0V,0.000E0V
1.175E-6sec,0.000E0V,0.000E0V
1.176E-6sec,0.000E0V,0.000E0V
1.177E-6sec,0.000E0V,0.000E0V
1.178E-6sec,0.000E0V,0.000E0V
1.179E-6sec,0.000E0V,0.000E0V
1.180E-6sec,0.000E0V,0.000E0V
1.181E-6sec,0.000E0V,0.000E0V
1.182E-6sec,0.000E0V,0.000E0V
1.183E-6sec,0.000E0V,0.000E0V
1.184E-6sec,0.000E0V,0.000E0V
1.185E-6sec,0.000E0V,0.000E0V
1.186E-6sec,0.000E0V,0.000E0V
1.187E-6sec,0.000E0V,0.000E0V
1.188E-6sec,0.000E0V,0.000E0V
1.189E-6sec,0.000E0V,0.000E0V
1.190E-6sec,0.000E0V,0.000E0V
1.191E-6sec,0.000E0V,0.000E0V
1.192E-6sec,0.000E0V,0.000E0V
1.193E-6sec,0.000E0V,0.000E0V
1.194E-6sec,0.000E0V,0.000E0V
1.195E-6sec,0.000E0V,0.000E0V
1.196E-6sec,0.000E0V,0.000E0V
1.197E-6sec,0.000E0V,0.000E0V
1.198E-6sec,0.000E0V,0.000E0V
1.199E-6sec,0.000E0V,0.000E0V
1.200E-6sec,0.000E0V,0.000E0V
1.201E-6sec,0.000E0V,0.000E0V
1.202E-6sec,0.000E0V,0.000E0V
1.203E-6sec,0.000E0V,0.000E0V
1.204E-6sec,0.000E0V,0.000E0V
1.205E-6sec,0.000E0V,0.000E0V
1.206E-6sec,0.000E0V,0.000E0V
1.207E-6sec,0.000E0V,0.000E0V
1.208E-6sec,0.000E0V,0.000E0V
